country,year,region,gym_memberships,fitness_participation_rate,total_health_club_revenue_usd,number_of_gyms,gym_penetration_rate,urban_population_percentage,obesity_rate,gdp_per_capita_usd,population_total,average_membership_cost_usd,insufficient_physical_activity_pct,memberships_per_100k,gyms_per_100k,revenue_per_membership_usd,periodo,gym_memberships_norm,total_health_club_revenue_usd_norm,number_of_gyms_norm,gdp_per_capita_usd_norm,population_total_norm,average_membership_cost_usd_norm,memberships_per_100k_norm,gyms_per_100k_norm,revenue_per_membership_usd_norm
Mexico,2008,North America,9531652.0,0.4853,1485793876.0,7792.0,0.0864,0.7651,0.2577,10523.7685,110374288.0,12.99,0.2427,8635.754008216116,7.059615188638861,155.87999603846217,pre_covid,0.09271301159014678,0.017506480016304785,0.1251647115539129,0.07564477926393096,0.07595539626203202,0.09299348230912477,0.2803006478837054,0.23862554648157927,0.09299456246675654
Mexico,2009,North America,9415832.0,0.4837,1308424068.0,8049.0,0.0841,0.7651,0.265,8423.5693,111999721.0,11.58,0.2452,8407.013799614733,7.186625045253462,138.96000565855465,pre_covid,0.09158620460186145,0.015416374749675154,0.12929455246665594,0.06038969573875402,0.07707580184508539,0.0765828677839851,0.27267427317014264,0.2431037093183415,0.0765840030766711
Mexico,2010,North America,10418304.0,0.4821,1556494567.0,8651.0,0.0917,0.7652,0.2724,9728.8008,113623895.0,12.45,0.2478,9169.113591819749,7.613715407309351,149.3999951431634,pre_covid,0.10133920456007561,0.01833960876735724,0.13896834324280893,0.0698704228774902,0.07819533960360889,0.08670856610800744,0.2980832671551583,0.2581622271237867,0.08670966293948575
Mexico,2011,North America,11321704.0,0.4806,1777054599.0,9232.0,0.0982,0.7657,0.2799,10664.4944,115243504.0,13.08,0.2504,9824.158071417196,8.010863675231535,156.95999462625062,pre_covid,0.1101283379845011,0.02093866262939446,0.14830467620118915,0.07666696104490474,0.07931173072275281,0.09404096834264432,0.31992295457175296,0.2721650349490903,0.0940420442068855
Mexico,2012,North America,11967151.0,0.4793,1885544334.0,9744.0,0.1024,0.7666,0.2875,10744.1335,116818208.0,13.13,0.253,10244.251478331185,8.341165445715449,157.56000187513303,pre_covid,0.11640785957116831,0.02221709309653886,0.15653221918688737,0.07724543051692906,0.08039716897413351,0.09462290502793297,0.3339291922831402,0.2838109430142112,0.09462398629852871
Mexico,2013,North America,12755315.0,0.4781,2058707900.0,10299.0,0.1078,0.768,0.2951,11216.8009,118343573.0,13.45,0.2557,10778.206772580714,8.702627222519299,161.40000462552277,pre_covid,0.12407586771410488,0.024257632494794103,0.16545074722802508,0.08067871468665364,0.0814485980162375,0.09834729981378025,0.3517316730062996,0.29655550268019676,0.09834837335658488
Mexico,2014,North America,13440623.0,0.4772,2188671037.0,10820.0,0.1122,0.7697,0.3026,11391.3773,119784261.0,13.57,0.2583,11220.692007274645,9.032906251347997,162.83999908337583,pre_covid,0.13074319497647613,0.025789103043104153,0.17382291499276875,0.08194677419430639,0.08244165948271319,0.099743947858473,0.3664844715003999,0.30820060891120854,0.0997450121277306
Mexico,2015,North America,13507075.0,0.4763,2050373932.0,11149.0,0.1116,0.7719,0.3101,10021.2386,121072306.0,12.65,0.261,11156.205284468606,9.208546833162655,151.79999607613047,pre_covid,0.1313897031614661,0.024159425981492115,0.1791097541378756,0.07199458474981116,0.08332950463488124,0.08903631284916201,0.36433443449914166,0.31439341273820914,0.08903740408841018
Mexico,2016,North America,13646101.0,0.4756,1969951201.0,11484.0,0.1116,0.7744,0.3174,9097.924,122251351.0,12.03,0.2636,11162.331449408686,9.393761219047796,144.36000444376018,pre_covid,0.13274228016330822,0.02321173383751777,0.18449300980234615,0.0652879631383872,0.08414221644808496,0.08182029795158285,0.36453868555616314,0.32092377346620665,0.08182141744755851
Mexico,2017,North America,14422721.0,0.4751,2146100916.0,11995.0,0.1169,0.7772,0.3246,9649.2782,123400057.0,12.4,0.2663,11687.774990249802,9.720416903859292,148.8000021632534,pre_covid,0.140297977307516,0.025287461669600716,0.1927044833681504,0.06929279961911583,0.08493401568907916,0.08612662942271881,0.382057377865563,0.3324411264270775,0.08612773468720139
Mexico,2018,North America,15132717.0,0.4746,2304410147.0,12476.0,0.1215,0.7803,0.3318,10084.7938,124573711.0,12.69,0.2689,12147.600708467295,10.014954118208777,152.28000014802365,pre_covid,0.14720549288733492,0.027152959305304234,0.20043387433713644,0.07245622661904876,0.08574301150383923,0.08950186219739292,0.39738832143469693,0.3428260338862338,0.08950295608651533
Mexico,2019,North America,15756596.0,0.4742,2435339465.0,12919.0,0.1253,0.7836,0.339,10369.5554,125762982.0,12.88,0.2716,12528.802791905808,10.272498150528904,154.5599991901804,pre_covid,0.1532751804805352,0.028695815218572323,0.20755262735015265,0.07452463136501905,0.08656277206497184,0.09171322160148976,0.41009789247019063,0.3519066213706015,0.09171430838935606
Mexico,2020,North America,12032279.0,0.4737,1712433927.0,10185.0,0.0949,0.7868,0.3463,8841.2708,126799054.0,11.86,0.2743,9489.249817273872,8.032394311080587,142.31999831453376,covid,0.11704148662636643,0.020177180117780386,0.1636188333601157,0.0634237275920619,0.08727693306283843,0.07984171322160148,0.3087568554570446,0.27292417046723877,0.07984283229543201
Mexico,2021,North America,14905051.0,0.4729,2298358801.0,12234.0,0.1168,0.7893,0.3536,10314.0507,127648148.0,12.85,0.2771,11676.66843078679,9.584157852411614,154.19999575982666,covid,0.14499054175803974,0.02708165094517567,0.1965450747228025,0.07412146540126671,0.0878622107446236,0.09136405959031657,0.3816870766196155,0.32763685188784214,0.0913651440256771
Mexico,2022,North America,16756715.0,0.4721,2730674318.0,13486.0,0.1303,0.792,0.3609,11405.794,128613117.0,13.58,0.2799,13028.776061776032,10.485711189162767,162.96000248258684,post_covid,0.1630052882194139,0.032176006907535463,0.2166639884300177,0.08205149186235303,0.08852736068010136,0.09986033519553073,0.42676738633010186,0.35942416946783756,0.09986140243679975
Mexico,2023,North America,18902961.0,0.4732,3452436720.0,14661.0,0.1457,0.7947,0.3609,13860.9598,129739759.0,15.22,0.2799,14569.906053240009,11.30031388450475,182.63999592444802,post_covid,0.1838860082278703,0.040681171426152136,0.23554555680539932,0.09988492373260507,0.08930395127897711,0.11894785847299814,0.4781498471098592,0.3881457475739848,0.11894886607730332
Mexico,2024,North America,19428016.0,0.4743,3599622838.0,15003.0,0.1485,0.7975,0.3609,14185.7812,130861007.0,15.44,0.2799,14846.298714482611,11.464836121886178,185.28000172534345,post_covid,0.1889942420668804,0.04241559558703622,0.24104129840912744,0.10224430830325194,0.09007682381151917,0.12150837988826815,0.4873649912928752,0.3939465364962029,0.12150938597199615
Mexico,2025,North America,19596675.0,0.4743,3630872034.0,15133.0,0.1498,0.7975,0.3609,14185.7812,130861007.0,15.44,0.2799,14975.182790699448,11.564178166533596,185.28000459261585,post_covid,0.1906351170438897,0.04278383249203158,0.24313032299533988,0.10224430830325194,0.09007682381151917,0.12150837988826815,0.49166208565092867,0.39744917687645276,0.12150938875294005
Mexico,2026,North America,19741081.0,0.4743,3657627508.0,15245.0,0.1509,0.7975,0.3609,14185.7812,130861007.0,15.44,0.2799,15085.533462232946,11.649765158845216,185.2800010293256,post_covid,0.1920400357966986,0.043099115897641246,0.24493009802346136,0.10224430830325194,0.09007682381151917,0.12150837988826815,0.495341262023782,0.4004668362809756,0.12150938529693417
North Macedonia,2000,Europe,53323.0,0.422,4255159.0,80.0,0.0263,0.5849,0.1785,1861.899,2026350.0,6.65,0.221,2631.480247736077,3.9479852937547806,79.79969244041033,pre_covid,0.0004988227240836217,4.819943273779104e-05,0.0012373453318335209,0.012728107975472929,0.0012715214745013445,0.019203910614525144,0.08011353666168419,0.1289144915410889,0.019204902273203574
North Macedonia,2001,Europe,54173.0,0.4198,4309974.0,82.0,0.0266,0.5809,0.1823,1823.0227,2034882.0,6.63,0.2219,2662.218251476007,4.029717693704106,79.5594484337216,pre_covid,0.0005070923315783767,4.88453663466852e-05,0.0012694841716214046,0.01244572466457088,0.001277402553841195,0.01897113594040968,0.08113836537851077,0.13179624423153624,0.01897189158872002
North Macedonia,2002,Europe,57695.0,0.4184,4659479.0,85.0,0.0286,0.5787,0.1866,1989.1354,2020157.0,6.73,0.2228,2855.966145205546,4.20759376622708,80.76053384175405,pre_covid,0.0005413576934566439,5.296389277150598e-05,0.00131769243130323,0.013652306932144668,0.0012672526601141324,0.020135009310986968,0.08759806936575314,0.13806786785787167,0.020136814439059687
North Macedonia,2003,Europe,65821.0,0.4178,5544800.0,91.0,0.0325,0.5785,0.1915,2445.3629,2022725.0,7.02,0.2237,3254.075566377041,4.49888145941737,84.24059190835752,pre_covid,0.0006204151411065017,6.339641285833953e-05,0.001414108950666881,0.016966177644495505,0.0012690227740082647,0.023510242085661076,0.1008713440620456,0.14833820243835336,0.023512094111249084
North Macedonia,2004,Europe,72497.0,0.4173,6307216.0,97.0,0.036,0.5785,0.1964,2818.5815,2016186.0,7.25,0.2246,3595.7495984993448,4.811064058573961,86.99968274549292,pre_covid,0.0006853656112653069,7.238063466548439e-05,0.0015105254700305318,0.01967710188261044,0.0012645154629670923,0.026187150837988827,0.11226301942507495,0.159345257725952,0.026188113602325095
North Macedonia,2005,Europe,78322.0,0.4168,6992612.0,102.0,0.0391,0.5786,0.2015,3120.984,2005330.0,7.44,0.2257,3905.6913325986243,5.0864446250741775,89.28030438446413,pre_covid,0.0007420367449793632,8.045726171650359e-05,0.0015908725695002411,0.02187364371336741,0.0012570324581249195,0.028398510242085666,0.12259671553414744,0.16905473265756954,0.02840006975669116
North Macedonia,2006,Europe,84524.0,0.4162,7739044.0,107.0,0.0424,0.5788,0.2067,3440.4411,1994287.0,7.63,0.2269,4238.306723154692,5.365326053872888,91.5603142302778,pre_covid,0.0008023756928410932,8.925312991962465e-05,0.0016712196689699502,0.0241940639588426,0.0012494205548021383,0.030609869646182494,0.13368636881106266,0.17888764235133553,0.030611432537909787
North Macedonia,2007,Europe,95165.0,0.4156,9261442.0,115.0,0.048,0.5791,0.2119,4204.1133,1982933.0,8.11,0.2282,4799.204007397123,5.799489947466707,97.31983397257395,pre_covid,0.000905901449725432,0.00010719289155992827,0.0017997750281214847,0.029741101209811757,0.0012415942802094678,0.03619646182495344,0.15238711622931364,0.19419556147808092,0.03619754332562982
North Macedonia,2008,Europe,105942.0,0.4151,10958685.0,123.0,0.0537,0.5796,0.2173,5026.4203,1971493.0,8.62,0.2296,5373.693946668845,6.2389265394297615,103.44042022993713,pre_covid,0.0010107503438089316,0.00012719300642192481,0.0019283303872730194,0.035714040333080475,0.0012337087261016513,0.04213221601489757,0.17154105323429886,0.20968938745108165,0.0421338495541413
North Macedonia,2009,Europe,107940.0,0.4145,10983938.0,126.0,0.0551,0.5803,0.2227,4799.7872,1958782.0,8.48,0.2311,5510.56728109611,6.432568810618026,101.75966277561608,pre_covid,0.0010301887858966028,0.0001274905848480017,0.001976538646954845,0.034067859880259725,0.0012249470759037094,0.04050279329608939,0.17610451561382387,0.21651690183126743,0.04050369673459725
North Macedonia,2010,Europe,112246.0,0.4141,11449103.0,131.0,0.0577,0.5812,0.2282,4833.3659,1946298.0,8.5,0.2327,5767.153847971893,6.730726743797713,102.00009799903783,pre_covid,0.0010720816445700322,0.0001329720353119486,0.002056885746424554,0.03431176335054334,0.0012163418960538857,0.04073556797020484,0.18465930935746097,0.2270294700007021,0.04073689287861614
North Macedonia,2011,Europe,121737.0,0.4137,12943085.0,139.0,0.0628,0.5824,0.2338,5416.8667,1937398.0,8.86,0.2344,6283.530797492306,7.174571254847997,106.32005881531498,pre_covid,0.001164419108961467,0.00015057694610065434,0.002185441105576089,0.038550101047752035,0.0012102071555329446,0.04492551210428305,0.20187571452981048,0.24267871209627814,0.044926787313931155
North Macedonia,2012,Europe,122931.0,0.4134,12730765.0,142.0,0.0637,0.5839,0.2395,5049.8265,1929821.0,8.63,0.2361,6370.072664770462,7.35819539739696,103.56024924551171,pre_covid,0.0011760354752540995,0.00014807499182097896,0.002233649365257914,0.03588405446126746,0.0012049843545298916,0.042248603351955315,0.20476108703301035,0.24915300340730828,0.04225007072995694
North Macedonia,2013,Europe,132651.0,0.4131,14310431.0,150.0,0.069,0.5858,0.2454,5626.2612,1922716.0,8.99,0.238,6899.146831877406,7.801464178797077,107.88030998635517,pre_covid,0.0012706008691941214,0.0001666895929379614,0.002362204724409449,0.04007106657674218,0.001200086901563455,0.04643854748603352,0.2224008272181528,0.26478194620334866,0.04644006208128628
North Macedonia,2014,Europe,139881.0,0.413,15392556.0,156.0,0.0729,0.588,0.2515,5925.3859,1917557.0,9.17,0.2401,7294.750560218027,8.135351387207786,110.04036287987647,pre_covid,0.001340941177649508,0.00017944122855822204,0.0024586212437730996,0.04224379965984377,0.0011965308199513723,0.04853351955307263,0.2355905601857646,0.2765542710309577,0.048535079601919814
North Macedonia,2015,Europe,138027.0,0.4129,14509393.0,158.0,0.0722,0.5907,0.2578,5262.6867,1912430.0,8.76,0.2422,7217.3622041068165,8.261740298991336,105.11996203641317,pre_covid,0.0013229037043609483,0.00016903413809335314,0.0024907600835609835,0.03743019357520764,0.0011929967958332975,0.04376163873370577,0.23301037279422807,0.28101054035378165,0.04376282332684726
North Macedonia,2016,Europe,145334.0,0.4129,15643743.0,164.0,0.0762,0.5938,0.2643,5598.4862,1906313.0,8.97,0.2446,7623.826727300291,8.602994366612409,107.63993972504713,pre_covid,0.00139399314196586,0.00018240118706259667,0.0025871766029246343,0.03986931907349973,0.001188780367994354,0.04620577281191807,0.24656221302641504,0.29304260876365146,0.04620692894348673
North Macedonia,2017,Europe,152451.0,0.4131,16812297.0,170.0,0.0803,0.5974,0.2709,5955.2974,1898657.0,9.19,0.247,8029.412368848087,8.953697271281754,110.28000472282898,pre_covid,0.0014632340790719438,0.00019617129200481502,0.0026835931222882856,0.042461065922426544,0.0011835031125529691,0.048766294227188076,0.26008475066768544,0.30540782793872995,0.04876750625275241
North Macedonia,2018,Europe,162685.0,0.4134,18858394.0,177.0,0.0861,0.6016,0.2777,6713.9893,1889051.0,9.66,0.2496,8611.996182210009,9.369784087353914,115.91968528137198,pre_covid,0.001562800153308794,0.00022028226198306006,0.002796079061545878,0.04797192808463248,0.001176881728570479,0.0542364990689013,0.27950854366814115,0.32007837844769627,0.05423738600262412
North Macedonia,2019,Europe,165542.0,0.4139,19209469.0,180.0,0.0882,0.6063,0.2847,6718.8583,1876262.0,9.67,0.2522,8822.96822085615,9.593542906054697,116.03985091396746,pre_covid,0.0015905957634411647,0.0002244192891059738,0.0028442873212277038,0.04800729473065543,0.001168066313230893,0.054352886405959026,0.2865425139116657,0.32796775375298637,0.054353933660517405
North Macedonia,2020,Europe,130139.0,0.4145,15038884.0,142.0,0.0701,0.6116,0.292,6659.5965,1856124.0,9.63,0.255,7011.3311395143855,7.650350946380737,115.56016259537878,covid,0.001246161746809622,0.0001752735986882081,0.002233649365257914,0.047576838558282666,0.0011541852565330598,0.05388733705772813,0.22614113843082706,0.2594539371843063,0.05388868790894313
North Macedonia,2021,Europe,158912.0,0.415,19488997.0,168.0,0.0865,0.6168,0.2992,7620.803,1837114.0,10.22,0.258,8650.089216020344,9.144778168366253,122.64018450463149,covid,0.0015260928249820757,0.0002277132146706361,0.0026514542825004017,0.05455869315685741,0.0011410817264990046,0.060754189944134084,0.28077859475181527,0.3121450323962982,0.06075554287848672
North Macedonia,2022,Europe,171411.0,0.4144,21021785.0,181.0,0.0936,0.6195,0.3065,7606.2375,1831712.0,10.22,0.261,9357.966754598976,9.881466082004158,122.63964973076406,post_covid,0.0016476949709549494,0.00024577541086710883,0.0028603567411216455,0.05445289465970249,0.0011373581457917996,0.060754189944134084,0.3043797770429575,0.33811946087829936,0.06075502420571477
North Macedonia,2023,Europe,189100.0,0.4156,24688921.0,195.0,0.1035,0.6225,0.3065,8674.3585,1827816.0,10.88,0.261,10345.68030917773,10.668469911632243,130.56013220518244,post_covid,0.001819790367395798,0.0002889885166006794,0.003085328619636831,0.0622113373207584,0.0011346726458963405,0.06843575418994415,0.3373109076165486,0.3658679474617013,0.06843703495903791
North Macedonia,2024,Europe,195633.0,0.4169,26433920.0,198.0,0.1072,0.6256,0.3065,9291.8566,1824359.0,11.26,0.261,10723.382842960184,10.853127043525973,135.11994397673195,post_covid,0.0018833495977054855,0.00030955138263345674,0.0031335368793186567,0.06669661904648139,0.0011322897472468018,0.0728584729981378,0.3499038009714149,0.3723786603121128,0.0728595588615032
North Macedonia,2025,Europe,197331.0,0.4169,26663399.0,200.0,0.1082,0.6256,0.3065,9291.8566,1824359.0,11.26,0.261,10816.456629424361,10.962754589420175,135.1201737182703,post_covid,0.0018998693547950078,0.0003122555365810153,0.00316567571910654,0.06669661904648139,0.0011322897472468018,0.0728584729981378,0.35300695269067783,0.3762439508887217,0.07285978168593012
North Macedonia,2026,Europe,198785.0,0.4169,26859879.0,202.0,0.109,0.6256,0.3065,9291.8566,1824359.0,11.26,0.261,10896.155855289446,11.072382135314376,135.12025052192067,post_covid,0.001914015248086036,0.0003145708341359824,0.003197814558894424,0.06669661904648139,0.0011322897472468018,0.0728584729981378,0.35566418625946955,0.38010924146533054,0.07285985617715837
Mali,2000,Africa,30619.0,0.2047,1837160.0,65.0,0.0026,0.1898,0.0302,304.6529,11559290.0,5.0,0.369,264.88651119575684,0.5623182738732223,60.00065318919625,pre_covid,0.00027793664342371866,1.9706012681739675e-05,0.0009963040334243934,0.0014168383945893511,0.007842545440984608,0.0,0.0012094789099505497,0.009541329251082798,1.977082151705216e-06
Mali,2001,Africa,32813.0,0.2066,1968801.0,70.0,0.0028,0.1932,0.0329,346.2246,11912158.0,5.0,0.3668,275.4580656166582,0.5876349188786785,60.00063999024777,pre_covid,0.0002992819597101804,2.1257254973237175e-05,0.0010766511328941025,0.0017188001112606068,0.008085776184596234,0.0,0.0015619426757728183,0.010433953350005708,1.9642806002235933e-06
Mali,2002,Africa,35322.0,0.2086,2119316.0,76.0,0.0029,0.1968,0.0357,378.1917,12288050.0,5.0,0.3645,287.45000223794665,0.6184870667030163,59.99988675612932,pre_covid,0.0003236918952446984,2.3030906293910414e-05,0.0011730676522577535,0.0019509975049924414,0.00834487729514653,0.0,0.0019617630780293226,0.011521750356504825,1.2337250290975843e-06
Mali,2003,Africa,38179.0,0.2107,2290769.0,82.0,0.003,0.2006,0.0387,441.9104,12684955.0,5.0,0.3621,300.97860023941746,0.646435087865901,60.00075957987375,pre_covid,0.00035148750537706907,2.5051288580615318e-05,0.0012694841716214046,0.0024138269787945888,0.008618462596996434,0.0,0.002412816954124061,0.012507152537631976,2.080269594043546e-06
Mali,2004,Africa,41427.0,0.213,2485595.0,89.0,0.0032,0.2046,0.0418,495.0063,13102409.0,5.0,0.3595,316.17849816777965,0.6792644009204719,59.999396528833856,pre_covid,0.000383087134957027,2.734709559122213e-05,0.0013819701108789973,0.002799496294992996,0.008906212256482837,0.0,0.0029195932568929638,0.013664661203463447,7.582576106038812e-07
Mali,2005,Africa,45100.0,0.2153,2706008.0,96.0,0.0033,0.2087,0.045,548.7304,13538647.0,5.0,0.3568,333.12043662856416,0.709081195484305,60.00017738359202,pre_covid,0.00041882156828436243,2.994441684520712e-05,0.00149445605013659,0.0031897286276283757,0.009206909664951864,0.0,0.003484450532603616,0.014715953322722339,1.515602212824347e-06
Mali,2006,Africa,49228.0,0.2179,2953670.0,105.0,0.0035,0.213,0.0482,586.9854,13990139.0,5.0,0.3538,351.87641809706105,0.7505286402086498,59.99979686357358,pre_covid,0.0004589826738588902,3.286283715800369e-05,0.0016390808291820665,0.0034675990411851673,0.009518121605095771,0.0,0.00410978939923317,0.01617732342100163,1.146538979246995e-06
Mali,2007,Africa,53846.0,0.2205,3230786.0,115.0,0.0037,0.2174,0.0513,670.8534,14457775.0,5.0,0.3506,372.4362842830242,0.795419765489503,60.00048285852245,pre_covid,0.0005039109649303945,3.612833999413089e-05,0.0017997750281214847,0.004076785705521359,0.009840461550966653,0.0,0.004795271171561655,0.017760112145369378,1.8118798332918907e-06
Mali,2008,Africa,58980.0,0.2233,3538784.0,126.0,0.0039,0.2219,0.0543,767.1948,14940782.0,5.0,0.347,394.75845374090864,0.8433293518371394,59.99972872160054,pre_covid,0.0005538593941987147,3.9757752740134383e-05,0.001976538646954845,0.004776574613131876,0.010173396676224881,0.0,0.0055395094921716495,0.01944932694196315,1.08044864051772e-06
Mali,2009,Africa,64629.0,0.2263,3877763.0,138.0,0.0042,0.2266,0.0572,787.4826,15435539.0,5.0,0.3432,418.702579806251,0.8940406940113981,60.0003558773925,pre_covid,0.000608818232713857,4.3752242000543605e-05,0.0021693716856821467,0.004923937817318452,0.010514431037564128,0.0,0.006337825095185321,0.021237327133288398,1.68872188061504e-06
Mali,2010,Africa,70822.0,0.2295,4249305.0,151.0,0.0044,0.2314,0.06,797.1515,15945198.0,5.0,0.3392,444.1587994078217,0.9469935713560911,59.99978820140634,pre_covid,0.0006690696200256426,4.81304498800611e-05,0.0023782741443033905,0.004994169192083562,0.01086573729814417,0.0,0.007186555061199463,0.023104360241940635,1.1381376145453133e-06
Mali,2011,Africa,80747.0,0.2328,4844824.0,170.0,0.0049,0.2364,0.0627,938.2929,16469049.0,5.0,0.335,490.2954627191892,1.032239323594216,60.00004953744411,pre_covid,0.0007656294487143995,5.5147976776622956e-05,0.0026835931222882856,0.0060193690140149326,0.011226826057316704,0.0,0.008724786947046596,0.026109988071463967,1.3916052863560067e-06
Mali,2012,Africa,84562.0,0.2362,5073707.0,181.0,0.005,0.2416,0.0653,872.5061,16957033.0,5.0,0.3307,498.68393839889325,1.0674037138454586,59.99984626664459,pre_covid,0.0008027453929408588,5.784510752923667e-05,0.0028603567411216455,0.005541517613607719,0.011563191812189845,0.0,0.009004465186391546,0.02734982779570169,1.1944546111510435e-06
Mali,2013,Africa,92303.0,0.2397,5538185.0,197.0,0.0053,0.247,0.068,901.921,17459615.0,5.0,0.3265,528.6657237287305,1.1283181215622453,60.00005416942028,pre_covid,0.0008780571948430922,6.331846246478239e-05,0.003117467459424715,0.005755176754314337,0.011909619920110706,0.0,0.010004080999042143,0.029497571633319234,1.3960978019125158e-06
Mali,2014,Africa,105113.0,0.2432,6306783.0,220.0,0.0058,0.2527,0.0708,947.915,18020267.0,5.0,0.3224,583.3043428268849,1.2208476156318884,60.00002854071333,pre_covid,0.001002685044264047,7.237553224365366e-05,0.003487064116985377,0.00608926045059276,0.01229607548668899,0.0,0.01182577463839835,0.0327600124602893,1.3712407300077487e-06
Mali,2015,Africa,108636.0,0.2468,6518147.0,232.0,0.0058,0.2585,0.0738,838.1199,18593022.0,5.0,0.3186,584.2837167621271,1.2477799466918287,59.99988033432748,pre_covid,0.001036960135092308,7.48662211300954e-05,0.003679897155712679,0.005291748756866207,0.012690873611079064,0.0,0.011858427719640706,0.03370960304541981,1.2274965763527492e-06
Mali,2016,Africa,117553.0,0.2503,7053165.0,251.0,0.0061,0.2645,0.0769,872.4686,19191289.0,5.0,0.3151,612.5331133307408,1.3078850513897216,59.99987239798219,pre_covid,0.001123713182187285,8.117081125256795e-05,0.003985216133697574,0.005541245227239705,0.013103257072566921,0.0,0.012800284356834396,0.03582881216298105,1.2197991803840352e-06
Mali,2017,Africa,130013.0,0.2539,7800791.0,275.0,0.0066,0.2706,0.0802,924.0575,19813011.0,5.0,0.3117,656.2001101195573,1.387976819878614,60.00008460692392,pre_covid,0.0012449358991103994,8.998074941334695e-05,0.004370882211152178,0.005915968243262185,0.013531807987865864,0.0,0.014256175658865163,0.038652718832412655,1.425618886141481e-06
Mali,2018,Africa,149196.0,0.2574,8951749.0,307.0,0.0073,0.277,0.0838,996.3793,20442030.0,5.0,0.3086,729.8492370865321,1.5018077950184008,59.99992627148181,pre_covid,0.001431566346842029,0.00010354350513031489,0.004885103647758316,0.006441287508068657,0.013965388701095292,0.0,0.016711694271055125,0.04266621554936587,1.27205064420177e-06
Mali,2019,Africa,156350.0,0.261,9381017.0,325.0,0.0074,0.2835,0.0874,971.9493,21068405.0,5.0,0.3057,742.1064859917018,1.5425942305551845,60.000108730412535,pre_covid,0.0015011672550978847,0.00010860194950544534,0.005174353205849269,0.006263836868853066,0.014397146913882317,0.0,0.01712036038918013,0.04410427952906984,1.4490160591728292e-06
Mali,2020,Africa,128070.0,0.2646,7684176.0,268.0,0.0059,0.2902,0.0913,953.2429,21713836.0,5.0,0.303,589.8082678712319,1.2342360879947698,59.99981260248302,covid,0.0012260325492723888,8.860657176487131e-05,0.004258396271894584,0.006127960379396557,0.014842040364351035,0.0,0.012042620508218967,0.03323206841700456,1.1618040179554465e-06
Mali,2021,Africa,167576.0,0.2682,10054547.0,341.0,0.0075,0.297,0.0953,1027.2735,22388630.0,5.0,0.3005,748.4870668727832,1.523094535038544,59.9999224232587,covid,0.0016103844477286136,0.00011653874898731125,0.005431463924152338,0.006665691746220696,0.015307173633462045,0.0,0.017333093869606915,0.04341675169368482,1.2683182842855069e-06
Mali,2022,Africa,182200.0,0.2717,10932026.0,378.0,0.0079,0.304,0.0995,976.9141,23072640.0,5.0,0.2982,789.6798979223877,1.6383040692352502,60.000142700329306,post_covid,0.001752660612438375,0.00012687885985475326,0.006026032460228186,0.006299899371250838,0.015778659460847323,0.0,0.018706494580472875,0.0474788541810997,1.4819632018207294e-06
Mali,2023,Africa,211383.0,0.2741,12682978.0,428.0,0.0089,0.31,0.0995,1043.9534,23769127.0,5.0,0.2982,889.3174747225676,1.8006551103033779,59.9999905385012,post_covid,0.002036580560108299,0.00014751187534978996,0.006829503454925277,0.006786848476349723,0.016258745643005612,0.0,0.022028488124484037,0.05320309022072508,1.3343826972844992e-06
Mali,2024,Africa,231001.0,0.2764,13860054.0,460.0,0.0094,0.3161,0.0995,1094.6195,24478595.0,5.0,0.2982,943.685697647271,1.8791928213200146,59.99997402608647,post_covid,0.002227443101087244,0.00016138240255261207,0.007343724891531416,0.007154868608628112,0.016747779585467533,0.0,0.02384116654717825,0.0559722033284289,1.318367442160736e-06
Mali,2025,Africa,233006.0,0.2764,13980376.0,464.0,0.0095,0.3161,0.0995,1094.6195,24478595.0,5.0,0.2982,951.876527227155,1.8955336284619275,60.00006866775963,post_covid,0.002246949645824872,0.00016280026305957846,0.007408002571107183,0.007154868608628112,0.016747779585467533,0.0,0.024114255113342788,0.05654835385104276,1.4101596218998228e-06
Mali,2026,Africa,234723.0,0.2764,14083396.0,467.0,0.0096,0.3161,0.0995,1094.6195,24478595.0,5.0,0.2982,958.8908186928213,1.9077892338183624,60.0000681654546,post_covid,0.0022636542529642775,0.00016401423880323032,0.007456210830789008,0.007154868608628112,0.016747779585467533,0.0,0.024348116992696667,0.05698046674300316,1.4096724403881628e-06
Malta,2000,Europe,23584.0,0.3292,3373467.0,23.0,0.0605,0.9328,0.2826,10348.4859,390087.0,11.92,0.551,6045.830801846768,5.896120608992353,143.04049355495252,pre_covid,0.00020949348021712875,3.780967636648566e-05,0.0003213883978788366,0.07437159017619577,0.00014365080831968364,0.08054003724394786,0.1939506136160302,0.19760260285951456,0.08054163469825172
Malta,2001,Europe,24495.0,0.3332,3503765.0,24.0,0.0623,0.9336,0.288,10357.7026,393028.0,11.92,0.5458,6232.380390201208,6.106435164924637,143.0400081649316,pre_covid,0.00021835655366150736,3.934509290158901e-05,0.0003374578177727784,0.07443853693454446,0.0001456780298783452,0.08054003724394786,0.2001703205584643,0.20501795512830717,0.080541163922466
Malta,2002,Europe,26149.0,0.3372,3916076.0,26.0,0.066,0.9344,0.2933,11251.2025,395969.0,12.48,0.5405,6603.799792407991,6.566170584060873,149.76006730658915,pre_covid,0.0002344482369513012,4.4203717953431715e-05,0.00036959665756066204,0.08092859540339695,0.00014770525143700678,0.08705772811918064,0.21255372946779447,0.22122748503090633,0.08705889396680545
